,company_name,industry,stock_exchange,stock_ticker_symbol,market_capital_euro,score
126,Lear Corp.,Auto Components,NYS,LEA,6475739688.96,0.11601259159665449
127,"Anika Therapeutics, Inc.",Healthcare,NAS,ANIK,385836724.48,0.11621093231027553
128,Park Aerospace Corp.,Technology Hardware,NYS,PKE,265335742.72,0.11618294234516878
129,"Highwoods Properties, Inc.",Real Estate,NYS,HIW,2852528506.88,0.11678389541738093
130,"Mid-America Apartment Communities, Inc.",Real Estate,NYS,MAA,15923070074.88,0.11981992049428175
131,Redfin Corporation,Real Estate,NAS,RDFN,928767526.4,0.1163370442637149
132,Richardson Electronics Ltd.,Technology Hardware,NAS,RELL,163544793.6,0.11615929834598772
133,Public Storage,Real Estate,NYS,PSA,50113534853.12,0.12776168081978864
134,Atlantica Sustainable Infrastructure Plc,Utilities,NAS,AY,2354264279.04,0.11828106184048687
135,"O'Reilly Automotive, Inc.",Retailing,NAS,ORLY,56546558279.68,0.13086884657035103
136,"Lowe's Companies, Inc.",Retailing,NYS,LOW,127413275197.44,0.1473297658490671
137,"Barrett Business Services, Inc.",Commercial Services,NAS,BBSI,827376872.96,0.11953929969681754
138,"Dolby Laboratories, Inc.",Media,NYS,DLB,7165459066.88,0.12101150927436943
139,"Opendoor Technologies, Inc.",Real Estate,NAS,OPEN,1730599782.4,0.11974910029221175
140,"Crown Castle, Inc.",Real Estate,NYS,CCI,42226772705.28,0.13076845357769915
141,"Autoliv, Inc.",Auto Components,NYS,ALV,7993565757.440001,0.12281676510207915
142,"Lumentum Holdings, Inc.",Technology Hardware,NAS,LITE,3570442690.56,0.12178936218389073
143,Ardagh Metal Packaging SA,Containers & Packaging,NYS,AMBP,1979420067.84,0.12141979948785674
144,"Boston Properties, Inc.",Real Estate,NYS,BXP,11113301360.64,0.12354141721196604
145,"ExlService Holdings, Inc.",Software & Services,NAS,EXLS,5146815262.72,0.12215552196653766
146,Brandywine Realty Trust,Real Estate,NYS,BDN,758254108.1600001,0.12113614708850069
147,Meritage Homes Corp.,Homebuilders,NYS,MTH,6349229649.92,0.12404772197690146
148,"Dentsply Sirona, Inc.",Healthcare,NAS,XRAY,5260705669.12,0.12379487965316732
149,"Foot Locker, Inc.",Retailing,NYS,FL,2304867962.88,0.12310829774279229
150,Haemonetics Corp.,Healthcare,NYS,HAE,4237198397.44,0.1235571394090432
151,"Brixmor Property Group, Inc.",Real Estate,NYS,BRX,6794051563.52,0.12415104520015266
152,"Mettler-Toledo International, Inc.",Pharmaceuticals,NYS,MTD,27080773550.08,0.1288632444888265
153,"Motorola Solutions, Inc.",Technology Hardware,NYS,MSI,60412455157.76,0.1382184299062097
154,"Digital Realty Trust, Inc.",Real Estate,NYS,DLR,47770856980.48,0.13528203978965248
155,Lam Research Corp.,Semiconductors,NAS,LRCX,116394217635.84,0.15122187233040632
156,Fox Corp.,Media,NAS,FOXA,15526075678.72,0.12779222277464825
157,"Leggett & Platt, Inc.",Consumer Durables,NYS,LEG,1585806679.04,0.12616708065691756
158,"FARO Technologies, Inc.",Technology Hardware,NAS,FARO,313102260.48,0.1258714569055888
159,"Iron Mountain, Inc.",Real Estate,NYS,IRM,26757883166.72,0.13362695319586748
160,"Insperity, Inc.",Commercial Services,NYS,NSP,3520774113.28,0.12822943807119633
161,ReNew Energy Global Plc,Utilities,NAS,RNW,1871989504.0,0.12784645842233178
162,Federal Realty Investment Trust,Real Estate,NYS,FRT,8447156551.68,0.12937373806393754
163,Topgolf Callaway Brands Corp.,Consumer Durables,NYS,MODG,2658240522.24,0.12964199201549495
164,"Simon Property Group, Inc.",Real Estate,NYS,SPG,53410287288.32,0.14143067620155042
165,Marine Products Corp.,Consumer Durables,NYS,MPX,333122314.24,0.1291019136148012
166,InvenTrust Properties Corp.,Real Estate,NYS,IVT,1665395834.88,0.13102427730151592
167,"Penske Automotive Group, Inc.",Retailing,NYS,PAG,9905547264.0,0.1329382994746688
168,American Tower Corp.,Real Estate,NYS,AMT,91559971389.44,0.15190498712070066
169,"Escalade, Inc.",Consumer Durables,NAS,ESCA,188229438.72,0.13068116112701272
170,International Game Technology PLC,Consumer Services,NYS,IGT,4003160760.32,0.13156729328142844
171,"America's Car-Mart, Inc.",Retailing,NAS,CRMT,402711879.68,0.13234388432897867
172,Bicycle Therapeutics Plc,Pharmaceuticals,NAS,BCYC,1480863677.44,0.13259431740228905
173,"Tempur Sealy International, Inc.",Consumer Durables,NYS,TPX,8553808486.400001,0.13423722085015466
174,"Thermo Fisher Scientific, Inc.",Pharmaceuticals,NYS,TMO,194925260308.48,0.17752757713772732
175,Waters Corp.,Pharmaceuticals,NYS,WAT,17157013995.52,0.13784847644196918
176,"AutoNation, Inc.",Retailing,NYS,AN,6631087267.84,0.13540351443816853
177,"Gentherm, Inc.",Auto Components,NAS,THRM,1537764956.16,0.13422043765572997
178,Genuine Parts Co.,Retailing,NYS,GPC,18462020894.72,0.13815160341271382
179,"Monro, Inc.",Retailing,NAS,MNRO,695337766.4,0.1340247586886215
180,"Udemy, Inc.",Software & Services,NAS,UDMY,1224035829.76,0.13414756466189498
181,"The Home Depot, Inc.",Retailing,NYS,HD,339269657559.04004,0.21266879343938522
182,"EastGroup Properties, Inc.",Real Estate,NYS,EGP,8219849605.12,0.1357725521151556
183,"Newell Brands, Inc.",Consumer Durables,NAS,NWL,2574330163.2000003,0.1344612109967613
184,"Cisco Systems, Inc.",Technology Hardware,NAS,CSCO,179839635292.16,0.1772492949781689
185,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",Real Estate,NYS,HASI,3432511344.6400003,0.13627345252647974
186,"Okta, Inc.",Software & Services,NAS,OKTA,14887126876.16,0.13893413034300528
187,"Movado Group, Inc.",Textiles & Apparel,NYS,MOV,531462773.7600001,0.135599597035131
188,"UDR, Inc.",Real Estate,NYS,UDR,14451212328.96,0.1388328761226044
189,PennyMac Mortgage Investment Trust,Real Estate,NYS,PMT,1189785922.56,0.13575251232009167
190,"Cumulus Media, Inc.",Media,NAS,CMLS,33244763.040000003,0.13548387096774195
191,"Juniper Networks, Inc.",Technology Hardware,NYS,JNPR,11122389606.4,0.13805965726172778
192,Radware Ltd.,Software & Services,NAS,RDWR,696604392.96,0.13563795612641444
193,"Host Hotels & Resorts, Inc.",Real Estate,NAS,HST,12401736130.56,0.13835682384118345
194,"Sabra Health Care REIT, Inc.",Real Estate,NAS,SBRA,3533277163.52,0.13790976163424007
195,"Equinix, Inc.",Real Estate,NAS,EQIX,70124757319.68001,0.15337762902215435
196,Adient plc,Auto Components,NYS,ADNT,2102303334.4,0.13757737506808326
197,TE Connectivity Ltd.,Technology Hardware,NYS,TEL,44245661450.240005,0.14736643326424492
198,The Cigna Group,Healthcare,NYS,CI,90102362603.52,0.1580180266906532
199,"TrueBlue, Inc.",Commercial Services,NYS,TBI,318926522.88,0.13716313234576227
200,"Harley-Davidson, Inc.",Automobiles,NYS,HOG,4475875307.52,0.1397416115339648
201,"Utah Medical Products, Inc.",Healthcare,NAS,UTMD,235963057.28,0.1387567648198009
202,DiamondRock Hospitality Co.,Real Estate,NYS,DRH,1685089428.48,0.13909336785798967
203,"Frontdoor, Inc.",Consumer Services,NAS,FTDR,2690921984.0,0.13932700261947487
204,"John Wiley & Sons, Inc.",Media,NYS,WLY,2414979686.4,0.13926290674931271
205,JBG SMITH Properties,Real Estate,NYS,JBGS,1359920860.16,0.1390178377108643
206,"Group 1 Automotive, Inc.",Retailing,NYS,GPI,3902776248.32,0.1396084920984596
207,"Climb Global Solutions, Inc.",Technology Hardware,NAS,CLMB,280940090.88,0.13876721208406945
208,Booz Allen Hamilton Holding Corp.,Software & Services,NYS,BAH,18609916149.76,0.14302466619636983
209,"Ethan Allen Interiors, Inc.",Consumer Durables,NYS,ETD,726383895.0400001,0.13887067976004477
210,"Alexandria Real Estate Equities, Inc.",Real Estate,NYS,ARE,20767987793.92,0.14352594302528557
211,"LiveWire Group, Inc.",Consumer Durables,NYS,LVWR,1583267655.68,0.13906971669908497
212,The E.W. Scripps Co.,Media,NAS,SSP,274170215.68,0.14037854280342943
213,Semtech Corp.,Semiconductors,NAS,SMTC,1965256483.84,0.1407713482805878
214,"Agilysys, Inc.",Technology Hardware,NAS,AGYS,2713452298.24,0.14094513918612395
215,Sealed Air Corp.,Containers & Packaging,NYS,SEE,4936639569.92,0.14146154107141323
216,SL Green Realty Corp.,Real Estate,NYS,SLG,3694813736.96,0.14117308979719514
217,NVIDIA Corp.,Semiconductors,NAS,NVDA,2670165229568.0,0.7605407730075808
218,"Watts Water Technologies, Inc.",Machinery,NYS,WTS,6033676185.6,0.14171636070976984
219,"Akamai Technologies, Inc.",Software & Services,NAS,AKAM,13619393372.16,0.14509127413881517
220,"Tanger, Inc.",Real Estate,NYS,SKT,2829005946.88,0.14258488321062057
221,International Business Machines Corp.,Software & Services,NYS,IBM,158416766238.72,0.1787248043797126
222,"Electronic Arts, Inc.",Software & Services,NAS,EA,35938004336.64,0.15027544054976544
223,Tractor Supply Co.,Retailing,NAS,TSCO,27654818693.120003,0.1483514223903404
224,Ares Commercial Real Estate Corp.,Real Estate,NYS,ACRE,381111545.6,0.14201628635874367
225,"Palo Alto Networks, Inc.",Software & Services,NAS,PANW,98943180472.32,0.16652318455300325
226,McKesson Corp.,Healthcare,NYS,MCK,69459618693.12001,0.1596747435414115
227,Air Lease Corp.,Traders & Distributors,NYS,AL,5116734177.280001,0.14472917989403503
228,"QUALCOMM, Inc.",Semiconductors,NAS,QCOM,196719553413.12,0.18923467807699337
229,"Guidewire Software, Inc.",Software & Services,NYS,GWRE,10705591746.56,0.1460273595940333
230,Levi Strauss & Co.,Textiles & Apparel,NYS,LEVI,6765501358.08,0.14511215549461265
231,"Nasdaq, Inc.",Diversified Financials,NAS,NDAQ,33675753717.76,0.15136286825694692
232,QIAGEN NV,Pharmaceuticals,NYS,QGEN,8670135582.720001,0.14716746711170473
233,Kilroy Realty Corp.,Real Estate,NYS,KRC,3914445793.28,0.14606281560330436
234,Birkenstock Holding Plc,Textiles & Apparel,NYS,BIRK,9358992957.44,0.14732747488591802
235,"Carter's, Inc.",Retailing,NYS,CRI,2116130478.08,0.1456451029657126
236,"Tapestry, Inc.",Textiles & Apparel,NYS,TPR,9003149557.76,0.14724481958971186
237,"Fossil Group, Inc.",Textiles & Apparel,NAS,FOSL,63308107.2,0.14516827343542954
238,Coca-Cola Europacific Partners plc,Food Products,NAS,CCEP,31270124175.36,0.15402989513707357
239,"Axcelis Technologies, Inc.",Semiconductors,NAS,ACLS,4032754790.4,0.14770319964007875
240,"CommScope Holding Co., Inc.",Technology Hardware,NAS,COMM,333954170.88,0.1468440423223122
241,"JAKKS Pacific, Inc.",Consumer Durables,NAS,JAKK,191383316.48,0.14681092596772646
242,"HireQuest, Inc.",Commercial Services,NAS,HQI,171046400.0,0.1468062021092621
243,"Avis Budget Group, Inc.",Transportation,NAS,CAR,3677350871.04,0.14762064642635062
244,"Hayward Holdings, Inc.",Consumer Durables,NYS,HAYW,2670512998.4,0.14899968137563574
245,Hooker Furnishings Corp.,Consumer Durables,NAS,HOFT,152033341.44,0.14841468898228954
246,CNH Industrial NV,Machinery,NYS,CNH,12332356648.96,0.15124393418333967
247,"Arista Networks, Inc.",Technology Hardware,NYS,ANET,97062811402.24,0.17092512214864686
248,"Grand Canyon Education, Inc.",Consumer Services,NAS,LOPE,4165457592.32,0.15095983029528787
249,"STAG Industrial, Inc.",Real Estate,NYS,STAG,6618067722.240001,0.15152952251649837
250,Genpact Ltd.,Software & Services,NYS,G,5631399075.84,0.15130033914735655
251,Vornado Realty Trust,Real Estate,NYS,VNO,5636174008.320001,0.15130144826855665
252,"Recursion Pharmaceuticals, Inc.",Pharmaceuticals,NAS,RXRX,2062102425.6,0.15208416623422494
253,"PC Connection, Inc.",Technology Hardware,NAS,CNXN,1627222753.28,0.15198315239453597
254,"MarketAxess Holdings, Inc.",Diversified Financials,NAS,MKTX,7831060725.76,0.15342417972760317
255,"W.P. Carey, Inc.",Real Estate,NYS,WPC,12087192576.0,0.15441279393005983
256,"Advanced Micro Devices, Inc.",Semiconductors,NAS,AMD,237073226137.6,0.2066725443230948
257,"Equity LifeStyle Properties, Inc.",Real Estate,NYS,ELS,12407753195.52,0.15448725374295022
258,Acadia Realty Trust,Real Estate,NYS,AKR,2032858613.76,0.1520773734823234
259,Amdocs Ltd.,Software & Services,NAS,DOX,8945268162.56,0.1536829878038711
260,"TEGNA, Inc.",Media,NYS,TGNA,2538715535.36,0.15219487391574546
261,"Synopsys, Inc.",Software & Services,NAS,SNPS,80400038952.96,0.1702805002217938
262,"VICI Properties, Inc.",Real Estate,NYS,VICI,29626731560.960003,0.15848687761806773
263,"Best Buy Co., Inc.",Retailing,NYS,BBY,17694415994.88,0.15732814287496205
264,"Mohawk Industries, Inc.",Consumer Durables,NYS,MHK,7753772482.56,0.15501913044216253
265,"Granite Point Mortgage Trust, Inc.",Real Estate,NYS,GPMT,149307418.24,0.15325276548233444
266,Ferguson Plc,Traders & Distributors,NYS,FERG,39087132835.84,0.1622972426214641
267,US Foods Holding Corp.,Food Retailers,NYS,USFD,12083477954.56,0.15602483432368872
268,Ralph Lauren Corp.,Textiles & Apparel,NYS,RL,9783117373.44,0.15549050662396333
269,"Americold Realty Trust, Inc.",Real Estate,NYS,COLD,7452848578.56,0.15656213507088104
270,"Adobe, Inc.",Software & Services,NAS,ADBE,229700191518.72,0.2081857424731067
271,Paramount Global,Media,NAS,PARA,7651858739.200001,0.15660836114614485
272,"Thryv Holdings, Inc.",Media,NAS,THRY,619729487.36,0.15497493833489245
273,"E2open Parent Holdings, Inc.",Software & Services,NYS,ETWO,1314662277.12,0.1551363573063632
274,"Tetra Tech, Inc.",Commercial Services,NAS,TTEK,9889767424.0,0.15712818252091493
275,Central Garden & Pet Co.,Retailing,NAS,CENT,2227135764.48,0.15534830662577123
276,The Lovesac Co.,Consumer Durables,NAS,LOVE,422183642.88,0.1549290523909506
277,"Park Hotels & Resorts, Inc.",Real Estate,NYS,PK,2948877383.6800003,0.15551595275149097
278,"American Assets Trust, Inc.",Real Estate,NYS,AAT,1740122680.3200002,0.1568480864642569
279,Deckers Outdoor Corp.,Textiles & Apparel,NYS,DECK,20823423549.44,0.1612807551250978
280,"Iteris, Inc.",Technology Hardware,NAS,ITI,192941457.92,0.1564887072476209
281,KB Home,Homebuilders,NYS,KBH,5584814632.96,0.15774113141732538
282,Microsoft Corp.,Software & Services,NAS,MSFT,3032667725496.3203,0.8608718761861025
283,Camden Property Trust,Real Estate,NYS,CPT,11071457935.36,0.15901556878990358
284,"Extra Space Storage, Inc.",Real Estate,NYS,EXR,34035296665.6,0.16434960869056114
285,"The Children's Place, Inc.",Retailing,NAS,PLCE,94116934.72,0.15646575228978024
286,"J.B. Hunt Transport Services, Inc.",Transportation,NAS,JBHT,15560868577.28,0.16167127221021343
287,"NetApp, Inc.",Technology Hardware,NAS,NTAP,24125427138.56,0.163660647664119
288,"ABM Industries, Inc.",Commercial Services,NYS,ABM,3104237445.1200004,0.15877784623438923
289,Concentrix Corp.,Commercial Services,NAS,CNXC,4169923993.6,0.1590253838799006
290,"Franklin BSP Realty Trust, Inc.",Real Estate,NYS,FBRT,1025111869.44,0.1582949069963362
291,Helen of Troy Ltd.,Consumer Durables,NAS,HELE,1299381739.52,0.1599715176208812
292,"Fidelity National Information Services, Inc.",Software & Services,NYS,FIS,39537876664.32,0.16885355429018514
293,"Asbury Automotive Group, Inc.",Retailing,NYS,ABG,4747987107.84,0.16077255959179598
294,VF Corp.,Textiles & Apparel,NYS,VFC,5780222750.72,0.16101232726176973
295,SITE Centers Corp.,Real Estate,NYS,SITC,3007455682.56,0.1603682689947467
296,"MSCI, Inc.",Diversified Financials,NYS,MSCI,36734676172.8,0.16820242694832568
297,"FIGS, Inc.",Textiles & Apparel,NYS,FIGS,960017850.88,0.1598926901850978
298,"Kulicke & Soffa Industries, Inc.",Semiconductors,NAS,KLIC,2583477053.44,0.1602697872491066
299,"lululemon athletica, Inc.",Retailing,NAS,LULU,33658735984.640003,0.16748794763637703
300,"Cable One, Inc.",Media,NYS,CABO,1948714854.4,0.160122344700982
301,"ANSYS, Inc.",Software & Services,NAS,ANSS,25719594188.8,0.1672567471993136
302,"Ormat Technologies, Inc.",Utilities,NYS,ORA,4191888588.8,0.16225629226715127
303,"NETGEAR, Inc.",Technology Hardware,NAS,NTGR,422846425.6,0.16138081924533043
304,"Sun Communities, Inc.",Real Estate,NYS,SUI,15392164659.2,0.1648578921198458
305,Signet Jewelers Ltd.,Retailing,NYS,SIG,3595321374.7200003,0.16211772164920243
306,"Henry Schein, Inc.",Healthcare,NAS,HSIC,8390208757.76,0.16323147797368903
307,"Cirrus Logic, Inc.",Semiconductors,NAS,CRUS,6822981898.240001,0.16286744255695124
308,Columbia Sportswear Co.,Retailing,NAS,COLM,4375459942.400001,0.16229893221669206
309,Oracle Corp.,Software & Services,NYS,ORCL,353078560686.08,0.2432956799599365
310,"Omnicom Group, Inc.",Media,NYS,OMC,16488909701.12,0.16511264403145656
311,Ciena Corp.,Technology Hardware,NYS,CIEN,6665956945.92,0.16283096880485287
312,"Kontoor Brands, Inc.",Textiles & Apparel,NYS,KTB,3570778071.04,0.1637249239570282
313,"Standard Motor Products, Inc.",Auto Components,NYS,SMP,649048430.08,0.16304626466722522
314,Daily Journal Corp.,Media,NAS,DJCO,558878656.0,0.16302532003429926
315,"Allegro MicroSystems, Inc.",Semiconductors,NAS,ALGM,5665779343.360001,0.1642115508015099
316,"CareTrust REIT, Inc.",Real Estate,NYS,CTRE,3524948705.28,0.16371427871306626
317,"Salesforce, Inc.",Software & Services,NYS,CRM,223957603450.88,0.2149163703856814
318,Moody's Corp.,Diversified Financials,NYS,MCO,76616525086.72,0.18069198829378866
319,"HubSpot, Inc.",Software & Services,NYS,HUBS,22521873203.2,0.1681268838725097
320,"Veeva Systems, Inc.",Healthcare,NYS,VEEV,27056599777.280003,0.17079311327643734
321,Amcor Plc,Containers & Packaging,NYS,AMCR,13735933378.56,0.16769898920995213
322,"Four Corners Property Trust, Inc.",Real Estate,NYS,FCPT,2293720094.7200003,0.1650411921872155
323,"Funko, Inc.",Retailing,NAS,FNKO,458345648.6400001,0.16461487145560602
324,Terreno Realty Corp.,Real Estate,NYS,TRNO,5877210357.76,0.16587356521818883
325,"Safehold, Inc.",Real Estate,NYS,SAFE,1492507904.0,0.16485508663907966
326,Rithm Capital Corp.,Real Estate,NYS,RITM,5159677480.96,0.1657068966990512
327,"Gannett Co., Inc.",Media,NYS,GCI,661074022.4,0.1662748644231292
328,"Gaming & Leisure Properties, Inc.",Real Estate,NAS,GLPI,12294216540.16,0.16897701048366803
329,"Dana, Inc.",Auto Components,NYS,DAN,1659072593.92,0.16650667950700176
330,"Air Products & Chemicals, Inc.",Chemicals,NYS,APD,55316936622.08,0.1789703268558817
331,"Radius Recycling, Inc.",Commercial Services,NAS,RDUS,463302255.36,0.1662289260019006
332,"Arlo Technologies, Inc.",Consumer Durables,NYS,ARLO,1535117475.8400002,0.16647788721519477
333,"Zoom Video Communications, Inc.",Software & Services,NAS,ZM,16816007413.76,0.17002733195759695
334,"OneMain Holdings, Inc.",Diversified Financials,NYS,OMF,5792285614.08,0.1674667421266028
335,"O-I Glass, Inc.",Containers & Packaging,NYS,OI,1673326382.0800002,0.16650999037656822
336,Gen Digital Inc.,Software & Services,NAS,GEN,14850680627.2,0.16957082589950756
337,"Apollo Commercial Real Estate Finance, Inc.",Real Estate,NYS,ARI,1436063651.8400002,0.16806778222117635
338,"Camping World Holdings, Inc.",Retailing,NYS,CWH,968653544.96,0.16795921221294052
339,Pebblebrook Hotel Trust,Real Estate,NYS,PEB,1568720998.4,0.1680985958664026
340,Service Properties Trust,Real Estate,NAS,SVC,930245120.0,0.16795029070492676
341,Regions Financial Corp.,Banks,NYS,RF,18629021532.16,0.17206136205864425
342,"H&R Block, Inc.",Consumer Services,NYS,HRB,7223244840.96,0.16941202852675813
343,"Mattel, Inc.",Consumer Durables,NAS,MAT,5286122987.52,0.16896207390984652
344,"nLIGHT, Inc.",Technology Hardware,NAS,LASR,568004584.96,0.16947905270808153
345,"Dynatrace, Inc.",Software & Services,NYS,DT,11885220044.8,0.17210781523930552
346,"First Industrial Realty Trust, Inc.",Real Estate,NYS,FR,6435179376.64,0.1708418799257166
347,"ServiceNow, Inc.",Software & Services,NYS,NOW,139081486172.16,0.2016529608357405
348,"Xperi, Inc.",Software & Services,NYS,XPER,347243063.04,0.16942777422714966
349,"Visa, Inc.",Software & Services,NYS,V,513333754593.28,0.28858426862449654
350,The Walt Disney Co.,Media,NYS,DIS,163208019312.64,0.20725707136567506
351,Scholastic Corp.,Media,NAS,SCHL,985292797.44,0.16957598040390753
352,"PlayAGS, Inc.",Software & Services,NYS,AGS,420055925.76,0.16944468719712788
353,"MFA Financial, Inc.",Real Estate,NYS,MFA,1095054008.32,0.17121437896110242
354,Intel Corp.,Semiconductors,NAS,INTC,134956396707.84,0.20230768838129842
355,HollySys Automation Technologies Ltd.,Technology Hardware,NAS,HOLI,1454627102.72,0.17129790059070726
356,"Automatic Data Processing, Inc.",Software & Services,NAS,ADP,93854524047.36,0.19276054640132795
357,"MetLife, Inc.",Insurance,NYS,MET,49839483781.12,0.18253673392088215
358,"The Hartford Financial Services Group, Inc.",Insurance,NYS,HIG,28580817387.52,0.17759877140902625
359,Chimera Investment Corp.,Real Estate,NYS,CIM,1157169582.0800002,0.1712288071650617
360,"Zoetis, Inc.",Pharmaceuticals,NYS,ZTS,76423029391.36,0.18871155924741795
361,"Calix, Inc.",Technology Hardware,NYS,CALX,2223237201.92,0.1714764333258193
362,"Vishay Precision Group, Inc.",Technology Hardware,NYS,VPG,413410051.84,0.17105604671950214
363,"Autodesk, Inc.",Software & Services,NAS,ADSK,49602754150.4,0.18248174636802733
364,Trane Technologies Plc,Building Products,NYS,TT,69853317693.44,0.18718554677432148
365,Victoria's Secret & Co.,Retailing,NYS,VSCO,1372271764.48,0.1712787710947478
366,"Mirion Technologies, Inc.",Technology Hardware,NYS,MIR,2379619420.1600003,0.1715127577836612
367,"Floor & Decor Holdings, Inc.",Retailing,NYS,FND,9254397583.36,0.1731096310878788
368,Weyerhaeuser Co.,Paper & Forestry,NYS,WY,20449510113.280003,0.17732293477932293
369,"Kennedy-Wilson Holdings, Inc.",Real Estate,NYS,KW,1362682449.92,0.17288944691480193
370,Cognizant Technology Solutions Corp.,Software & Services,NAS,CTSH,34169501614.08,0.18050981407078817
371,"Sunstone Hotel Investors, Inc.",Real Estate,NYS,SHO,2021831096.32,0.173042553946325
372,Centerspace,Real Estate,NYS,CSR,1025274731.52,0.17281107385819422
373,Abercrombie & Fitch Co.,Retailing,NYS,ANF,7324289044.48,0.17427420874930877
374,Agree Realty Corp.,Real Estate,NYS,ADC,6254693335.04,0.17402576308398487
375,"Ryder System, Inc.",Transportation,NYS,R,5429827399.68,0.17383416324462048
376,"American Eagle Outfitters, Inc.",Retailing,NYS,AEO,3704669777.92,0.1734334436742782
377,"Zumiez, Inc.",Retailing,NAS,ZUMZ,420426192.6400001,0.1742834828801291
378,"American Axle & Manufacturing Holdings, Inc.",Auto Components,NYS,AXL,803545251.84,0.1743724737658639
379,Aon Plc,Insurance,NYS,AON,60100977131.52,0.18814607979786507
380,Sysco Corp.,Food Retailers,NYS,SYY,34383666544.64,0.18217246352144614
381,DXC Technology Co.,Software & Services,NYS,DXC,3278877409.28,0.17494744385907304
382,"Cass Information Systems, Inc.",Software & Services,NAS,CASS,578154554.88,0.17432012002026653
383,"Crocs, Inc.",Textiles & Apparel,NAS,CROX,7426999787.52,0.1759109696240056
384,"Xenia Hotels & Resorts, Inc.",Real Estate,NYS,XHR,1462558120.96,0.1745255492590437
385,Chatham Lodging Trust,Real Estate,NYS,CLDT,422750009.6,0.17428402265627593
386,ArcBest Corp.,Transportation,NAS,ARCB,2610777118.7200003,0.1747922575398626
387,"Sunnova Energy International, Inc.",Traders & Distributors,NYS,NOVA,831522496.0,0.1743789723194556
388,"Teradyne, Inc.",Semiconductors,NAS,TER,21880970526.72,0.17926833759508015
389,"Owens & Minor, Inc.",Healthcare,NYS,OMI,1042318254.08,0.17604083917881203
390,SpartanNash Co.,Food Retailers,NAS,SPTN,625168115.2,0.17594394355471846
391,Centene Corp.,Healthcare,NYS,CNC,33287326597.120003,0.1835307089309592
392,"Weyco Group, Inc.",Retailing,NAS,WEYS,294184999.68,0.17586706280471115
393,"eBay, Inc.",Software & Services,NAS,EBAY,25207228907.52,0.1816538640365217
394,"Berry Global Group, Inc.",Containers & Packaging,NYS,BERY,6717980016.64,0.17735918175471005
395,"Marvell Technology, Inc.",Semiconductors,NAS,MRVL,54096193126.4,0.188364191941292
396,Retail Opportunity Investments Corp.,Real Estate,NAS,ROIC,1579460945.92,0.17616560667018308
397,"Mesa Laboratories, Inc.",Technology Hardware,NAS,MLAB,558387361.28,0.1759284317228253
398,Avery Dennison Corp.,Containers & Packaging,NYS,AVY,16515220111.36,0.17963488444516404
399,"MAXIMUS, Inc.",Commercial Services,NYS,MMS,5107096227.84,0.176985005707503
400,Service Corp. International,Consumer Services,NYS,SCI,10057945661.44,0.1797478921190995
401,Teradata Corp.,Software & Services,NYS,TDC,3111071293.44,0.17813427231018786
402,"The TJX Cos., Inc.",Retailing,NYS,TJX,118498944942.08,0.20493656478942285
403,"Ulta Beauty, Inc.",Retailing,NAS,ULTA,17580267929.600002,0.18149517695223727
404,Realty Income Corp.,Real Estate,NYS,O,46168092508.16,0.18813555614869246
405,"Broadstone Net Lease, Inc.",Real Estate,NYS,BNL,3163230730.24,0.17814638790289672
406,"OSI Systems, Inc.",Technology Hardware,NAS,OSIS,2340016025.6,0.17795517161136373
407,"Broadridge Financial Solutions, Inc.",Software & Services,NYS,BR,22608401367.04,0.18266311166455595
408,"Commvault Systems, Inc.",Software & Services,NAS,CVLT,4910864732.16,0.17855232828627485
409,"Netflix, Inc.",Media,NAS,NFLX,256671881625.6,0.23703137115515371
410,"Bentley Systems, Inc.",Software & Services,NAS,BSY,13733760000.0,0.1806017101840848
411,"Mastercard, Inc.",Software & Services,NYS,MA,385852694855.68,0.2686503905300538
412,"SolarEdge Technologies, Inc.",Electrical Equipment,NAS,SEDG,1468748057.6,0.17936569673479494
413,"Sonos, Inc.",Consumer Durables,NAS,SONO,1608970659.8400002,0.17939826763742617
414,"Etsy, Inc.",Software & Services,NAS,ETSY,6987214233.6,0.18064752592367747
415,"Petco Health & Wellness Company, Inc.",Retailing,NAS,WOOF,936799347.2,0.1792421357013062
416,PVH Corp.,Textiles & Apparel,NYS,PVH,5388154961.92,0.18027609647501888
417,"The Cooper Cos., Inc.",Healthcare,NAS,COO,16662998548.48,0.18289501686854995
418,"Vera Bradley, Inc.",Textiles & Apparel,NAS,VRA,187188558.08,0.17906801612547657
419,ICON plc,Pharmaceuticals,NAS,ICLR,25429716172.8,0.18493134982469206
420,"Nexstar Media Group, Inc.",Media,NAS,NXST,5486769541.12,0.18029900266707236
421,"Nextracker, Inc.",Technology Hardware,NAS,NXT,6465126686.72,0.18052625544101086
422,"United Rentals, Inc.",Traders & Distributors,NYS,URI,44715461672.96,0.19102394554530405
423,"Copart, Inc.",Commercial Services,NAS,CPRT,46912799211.52,0.19153434305521416
424,CyberArk Software Ltd.,Software & Services,NAS,CYBR,10623960514.56,0.18310517248700198
425,"Dell Technologies, Inc.",Technology Hardware,NYS,DELL,81451159060.48001,0.1995569124392701
426,"Academy Sports & Outdoors, Inc.",Retailing,NAS,ASO,3808798115.84,0.18152214673110503
427,"Vista Outdoor, Inc.",Consumer Durables,NYS,VSTO,2037816545.28,0.18111078317505216
